player,club,competition,season_used,position,matches,minutes,shots,goals,xg,np_goals,np_xg,assists,xa,xg_chain,xg_buildup,xg_per_match,goals_per_match,np_xg_per90,shot_accuracy
Claudio Echeverri,Girona,ESP-La Liga,2526,F M S,17,606,21,1,2.121,1,2.121,1,1.088,4.07,1.442,0.1247,0.0588,0.3149,0.048
Neal Maupay,Sevilla,ESP-La Liga,2526,F S,12,884,17,2,2.121,2,2.121,1,0.567,3.812,1.276,0.1768,0.1667,0.216,0.118
Yasin Ayari,Brighton,ENG-Premier League,2526,M S,29,1918,41,3,2.118,3,2.118,3,1.401,7.901,5.477,0.073,0.1034,0.0994,0.073
Jari Vandeputte,Cremonese,ITA-Serie A,2526,M S,32,1977,20,1,2.111,1,2.111,5,6.268,7.404,4.126,0.066,0.0312,0.0961,0.05
Samuele Ricci,AC Milan,ITA-Serie A,2526,M S,31,1273,18,1,2.106,1,2.106,4,2.782,8.749,5.324,0.0679,0.0323,0.1489,0.056
Fabio Silva,Borussia Dortmund,GER-Bundesliga,2526,F M S,28,784,23,2,2.105,2,2.105,6,2.76,7.064,2.945,0.0752,0.0714,0.2417,0.087
Piotr Zielinski,Inter,ITA-Serie A,2526,M S,34,2048,29,6,2.1,5,1.339,3,4.238,13.947,11.256,0.0618,0.1765,0.0588,0.207
Julian Niehues,FC Heidenheim,GER-Bundesliga,2526,M S,24,1416,18,3,2.098,3,2.098,0,0.729,4.336,2.817,0.0874,0.125,0.1334,0.167
Kenneth Taylor,Lazio,ITA-Serie A,2526,M,17,1418,16,3,2.089,3,2.089,2,1.084,4.547,2.642,0.1229,0.1765,0.1326,0.188
Morgan Sanson,Nice,FRA-Ligue 1,2526,M S,31,1759,19,0,2.087,0,2.087,2,1.465,4.909,1.954,0.0673,0.0,0.1068,0.0
James Garner,Everton,ENG-Premier League,2526,D M,38,3417,45,2,2.076,2,2.076,7,6.067,11.283,8.333,0.0546,0.0526,0.0547,0.044
Luca Ranieri,Fiorentina,ITA-Serie A,2526,D S,34,2489,18,1,2.076,1,2.076,0,1.03,6.202,5.026,0.0611,0.0294,0.0751,0.056
Warren Zaïre-Emery,Paris Saint Germain,FRA-Ligue 1,2526,D M S,32,2460,19,3,2.07,3,2.07,4,4.278,20.938,16.631,0.0647,0.0938,0.0757,0.158
Unai Gómez,Athletic Club,ESP-La Liga,2526,F M S,26,930,23,1,2.07,1,2.07,1,0.615,3.052,0.793,0.0796,0.0385,0.2004,0.043
Robin Hranác,Hoffenheim,GER-Bundesliga,2526,D S,29,2261,8,1,2.07,1,2.07,0,0.128,7.543,7.543,0.0714,0.0345,0.0824,0.125
Nathaniel Brown,Eintracht Frankfurt,GER-Bundesliga,2526,D M S,33,2668,18,4,2.066,4,2.066,4,3.18,10.055,6.043,0.0626,0.1212,0.0697,0.222
Valentín Castellanos,Lazio,ITA-Serie A,2526,F S,11,697,20,2,2.062,2,2.062,3,2.225,3.824,0.327,0.1874,0.1818,0.2662,0.1
Alfonso Espino,Rayo Vallecano,ESP-La Liga,2526,D M S,30,1472,20,2,2.061,2,2.061,0,3.074,7.715,4.116,0.0687,0.0667,0.126,0.1
Angel Gomes,Marseille,FRA-Ligue 1,2526,M S,14,919,11,3,2.06,3,2.06,0,1.068,7.522,4.833,0.1471,0.2143,0.2017,0.273
Matthias Ginter,Freiburg,GER-Bundesliga,2526,D,32,2845,19,3,2.058,3,2.058,3,2.107,11.456,9.384,0.0643,0.0938,0.0651,0.158
Jon Aramburu,Real Sociedad,ESP-La Liga,2526,D S,35,2789,21,1,2.057,1,2.057,0,0.444,6.379,5.833,0.0588,0.0286,0.0664,0.048
Tyler Morton,Lyon,FRA-Ligue 1,2526,M,29,2549,28,2,2.056,2,2.056,2,2.429,12.164,10.009,0.0709,0.069,0.0726,0.071
Semih Kiliçsoy,Cagliari,ITA-Serie A,2526,F S,22,973,17,4,2.054,4,2.054,0,0.391,2.991,1.049,0.0934,0.1818,0.19,0.235
Kevin Stöger,Borussia M.Gladbach,GER-Bundesliga,2526,M S,29,1322,23,1,2.054,1,1.297,1,2.051,6.8,5.208,0.0708,0.0345,0.0883,0.043
Jan Thielmann,FC Cologne,GER-Bundesliga,2526,D F M S,26,1582,27,3,2.052,3,2.052,1,0.998,7.127,4.808,0.0789,0.1154,0.1167,0.111
Ryan Sessegnon,Fulham,ENG-Premier League,2526,D M S,27,1830,16,3,2.048,3,2.048,1,2.228,8.259,5.088,0.0759,0.1111,0.1007,0.188
Tammy Abraham,Aston Villa,ENG-Premier League,2526,F S,12,253,9,2,2.048,2,2.048,0,0.129,2.102,0.055,0.1707,0.1667,0.7287,0.222
Pape Sarr,Tottenham,ENG-Premier League,2526,M S,26,1347,17,2,2.047,2,2.047,4,2.434,7.017,4.959,0.0787,0.0769,0.1368,0.118
Oliver Sørensen,Parma Calcio 1913,ITA-Serie A,2526,D M S,34,1834,15,1,2.045,1,2.045,1,0.74,5.042,3.416,0.0602,0.0294,0.1004,0.067
Philipp Mwene,Mainz 05,GER-Bundesliga,2526,D M S,29,2081,10,1,2.033,1,2.033,2,2.139,8.517,6.026,0.0701,0.0345,0.0879,0.1
Patrizio Masini,Genoa,ITA-Serie A,2526,M S,28,1379,18,0,2.03,0,2.03,1,1.238,4.957,2.67,0.0725,0.0,0.1325,0.0
Keke Maximilian Topp,Werder Bremen,GER-Bundesliga,2526,F S,20,617,25,1,2.021,1,2.021,1,0.873,4.603,2.092,0.1011,0.05,0.2948,0.04
Montrell Culbreath,Bayer Leverkusen,GER-Bundesliga,2526,D S,12,756,8,1,2.021,1,2.021,0,0.4,4.64,2.365,0.1685,0.0833,0.2406,0.125
Ferdi Kadioglu,Brighton,ENG-Premier League,2526,D M S,37,3145,28,1,2.02,1,2.02,0,2.245,14.009,11.696,0.0546,0.027,0.0578,0.036
Stephan El Shaarawy,Roma,ITA-Serie A,2526,F M S,20,623,18,1,2.019,1,2.019,2,1.754,5.107,2.559,0.1009,0.05,0.2916,0.056
Eliezer Mayenda,Sunderland,ENG-Premier League,2526,F M S,20,740,13,2,2.011,2,2.011,0,0.743,2.484,0.488,0.1005,0.1,0.2446,0.154
Brooke Norton-Cuffy,Genoa,ITA-Serie A,2526,D M S,27,2221,15,2,2.007,2,2.007,1,1.884,7.148,3.553,0.0743,0.0741,0.0813,0.133
Samuele Inácio,Borussia Dortmund,GER-Bundesliga,2526,M S,7,371,9,1,2.007,1,2.007,0,0.918,3.439,1.415,0.2867,0.1429,0.4868,0.111
Fernando Calero,Espanyol,ESP-La Liga,2526,D S,28,2159,11,0,2.003,0,2.003,0,0.554,2.613,2.408,0.0715,0.0,0.0835,0.0
Noni Madueke,Arsenal,ENG-Premier League,2526,F M S,26,1246,25,2,1.996,2,1.996,1,4.011,6.728,3.294,0.0768,0.0769,0.1442,0.08
Gianluca Gaetano,Cagliari,ITA-Serie A,2526,F M S,33,1920,34,2,1.996,2,1.996,4,2.215,7.687,5.647,0.0605,0.0606,0.0936,0.059
Santiago Bueno,Wolverhampton Wanderers,ENG-Premier League,2526,D S,29,2549,10,3,1.995,3,1.995,1,0.902,4.35,3.939,0.0688,0.1034,0.0704,0.3
Adrian Benedyczak,Parma Calcio 1913,ITA-Serie A,2526,F S,14,476,8,1,1.994,0,1.233,1,1.454,2.226,0.817,0.1424,0.0714,0.233,0.125
Adrien Truffert,Bournemouth,ENG-Premier League,2526,D,38,3391,16,1,1.989,1,1.989,5,4.408,15.239,9.959,0.0523,0.0263,0.0528,0.062
Mamadou Coulibaly,Monaco,FRA-Ligue 1,2526,F M S,25,1402,13,3,1.987,3,1.987,3,1.763,7.969,5.601,0.0795,0.12,0.1276,0.231
Bahereba Guirassy,Nantes,FRA-Ligue 1,2526,F M S,20,799,15,2,1.987,2,1.987,1,1.027,3.399,0.472,0.0993,0.1,0.2238,0.133
Tyrick Mitchell,Crystal Palace,ENG-Premier League,2526,D S,38,3258,19,1,1.985,1,1.985,2,3.036,13.155,9.87,0.0522,0.0263,0.0548,0.053
Tom Bischof,Bayern Munich,GER-Bundesliga,2526,D M S,26,1282,30,3,1.981,3,1.981,3,2.852,11.29,8.019,0.0762,0.1154,0.1391,0.1
Chema Andres,VfB Stuttgart,GER-Bundesliga,2526,M S,25,1299,15,3,1.976,3,1.976,0,1.219,8.577,7.515,0.079,0.12,0.1369,0.2
Mehdi Leris,Pisa,ITA-Serie A,2526,D M S,34,1910,25,2,1.973,2,1.973,3,2.445,5.056,1.889,0.058,0.0588,0.093,0.08
Mateus Mané,Wolverhampton Wanderers,ENG-Premier League,2526,M S,27,1784,41,3,1.972,3,1.972,1,3.282,5.257,2.483,0.0731,0.1111,0.0995,0.073
Vitor Reis,Girona,ESP-La Liga,2526,D S,36,3137,19,1,1.971,1,1.971,1,0.865,9.51,8.2,0.0548,0.0278,0.0566,0.053
Simon Ebonog,Le Havre,FRA-Ligue 1,2526,M S,30,1775,22,1,1.965,1,1.965,0,0.339,3.289,1.395,0.0655,0.0333,0.0996,0.045
Federico Gatti,Juventus,ITA-Serie A,2526,D S,21,1081,14,2,1.963,2,1.963,0,0.207,2.42,2.066,0.0935,0.0952,0.1634,0.143
Haissem Hassan,Real Oviedo,ESP-La Liga,2526,F M S,38,1937,34,0,1.962,0,1.962,3,1.797,5.391,2.503,0.0516,0.0,0.0911,0.0
Carlos Augusto,Inter,ITA-Serie A,2526,D S,34,1745,20,1,1.96,1,1.96,1,1.139,13.039,11.173,0.0577,0.0294,0.1011,0.05
Ibrahima Konaté,Liverpool,ENG-Premier League,2526,D,36,3133,12,1,1.959,1,1.959,0,0.725,11.116,10.798,0.0544,0.0278,0.0563,0.083
Albian Hajdari,Hoffenheim,GER-Bundesliga,2526,D S,30,2449,19,1,1.951,1,1.951,2,1.474,9.049,7.609,0.065,0.0333,0.0717,0.053
Giovanni Di Lorenzo,Napoli,ITA-Serie A,2526,D,26,2278,25,2,1.951,2,1.951,1,2.996,13.251,9.182,0.075,0.0769,0.0771,0.08
Jean-Philippe Gbamin,Metz,FRA-Ligue 1,2526,D M S,31,2487,14,1,1.95,1,1.95,1,1.45,6.171,4.885,0.0629,0.0323,0.0706,0.071
Ethan Ampadu,Leeds,ENG-Premier League,2526,M,35,3130,26,1,1.946,1,1.946,1,1.176,11.866,10.69,0.0556,0.0286,0.056,0.038
Copete,Valencia,ESP-La Liga,2526,D S,21,1767,13,0,1.945,0,1.945,0,0.164,4.537,4.477,0.0926,0.0,0.0991,0.0
Eddie Nketiah,Crystal Palace,ENG-Premier League,2526,M S,12,396,15,2,1.943,2,1.943,0,0.961,2.896,0.149,0.1619,0.1667,0.4416,0.133
Malo Gusto,Chelsea,ENG-Premier League,2526,D M S,34,2306,12,2,1.942,2,1.942,3,3.806,16.338,13.553,0.0571,0.0588,0.0758,0.167
Nicolas Cozza,Nantes,FRA-Ligue 1,2526,D S,29,2297,11,0,1.941,0,1.941,1,0.444,2.859,2.391,0.0669,0.0,0.0761,0.0
Kouadio Kone,Roma,ITA-Serie A,2526,M S,29,2468,21,2,1.938,2,1.938,3,3.499,14.52,10.869,0.0668,0.069,0.0707,0.095
Ibrahim Osman,Auxerre,FRA-Ligue 1,2526,F M S,14,631,18,0,1.937,0,1.937,2,1.182,3.777,1.624,0.1384,0.0,0.2763,0.0
Théo Le Bris,Lorient,FRA-Ligue 1,2526,D S,28,1915,17,2,1.935,2,1.935,2,1.398,4.595,2.651,0.0691,0.0714,0.091,0.118
Himad Abdelli,Angers,FRA-Ligue 1,2526,M S,21,1075,15,2,1.93,0,0.41,0,0.555,6.203,5.656,0.0919,0.0952,0.0343,0.133
Mats Wieffer,Brighton,ENG-Premier League,2526,D S,26,1922,18,2,1.927,2,1.927,3,2.869,10.284,8.268,0.0741,0.0769,0.0903,0.111
Robin Koch,Eintracht Frankfurt,GER-Bundesliga,2526,D,32,2840,15,3,1.927,3,1.927,1,0.719,8.281,7.553,0.0602,0.0938,0.0611,0.2
Chidera Ejuke,Sevilla,ESP-La Liga,2526,F M S,27,866,23,1,1.918,1,1.918,1,0.929,4.257,2.085,0.0711,0.037,0.1994,0.043
Adama Camara,Paris FC,FRA-Ligue 1,2526,D M S,29,2198,18,1,1.915,1,1.915,0,1.395,9.099,7.309,0.066,0.0345,0.0784,0.056
Pablo Martínez,Levante,ESP-La Liga,2526,M S,27,1878,28,1,1.915,1,1.915,5,5.476,8.163,4.935,0.0709,0.037,0.0918,0.036
Idrissa Gueye,Everton,ENG-Premier League,2526,M,25,2120,29,2,1.914,2,1.914,3,1.694,9.139,6.896,0.0766,0.08,0.0813,0.069
Ross Barkley,Aston Villa,ENG-Premier League,2526,M S,21,818,18,3,1.913,3,1.913,1,2.032,6.251,4.002,0.0911,0.1429,0.2105,0.167
Bryan Zaragoza,Celta Vigo,ESP-La Liga,2526,F M S,19,1138,26,1,1.91,0,1.167,1,2.264,6.204,4.057,0.1005,0.0526,0.0923,0.038
Lorenzo Lucca,Napoli,ITA-Serie A,2526,F S,16,381,15,1,1.908,1,1.908,0,0.664,3.879,1.384,0.1192,0.0625,0.4506,0.067
Víctor García,Levante,ESP-La Liga,2526,F M S,21,1065,19,2,1.908,2,1.908,1,1.766,3.283,0.875,0.0908,0.0952,0.1612,0.105
Nicolo Fagioli,Fiorentina,ITA-Serie A,2526,M S,33,2588,33,2,1.904,2,1.904,3,5.224,15.327,11.083,0.0577,0.0606,0.0662,0.061
Sergio Carreira,Celta Vigo,ESP-La Liga,2526,D S,34,2695,16,2,1.903,2,1.903,1,1.644,13.549,11.547,0.056,0.0588,0.0635,0.125
Martin Baturina,Como,ITA-Serie A,2526,F M S,29,1579,28,6,1.901,6,1.901,3,6.696,11.859,7.064,0.0656,0.2069,0.1084,0.214
Jayden Bogle,Leeds,ENG-Premier League,2526,D M S,34,2822,18,1,1.892,1,1.892,2,3.525,11.021,6.367,0.0556,0.0294,0.0603,0.056
Eder Militão,Real Madrid,ESP-La Liga,2526,D S,16,1147,21,2,1.892,2,1.892,1,1.116,6.297,5.192,0.1183,0.125,0.1485,0.095
Johan Vásquez,Genoa,ITA-Serie A,2526,D,36,3219,24,1,1.886,1,1.886,0,0.465,6.493,6.209,0.0524,0.0278,0.0527,0.042
Marc Cucurella,Chelsea,ENG-Premier League,2526,D M S,34,2714,20,1,1.886,1,1.886,4,4.542,15.159,12.004,0.0555,0.0294,0.0625,0.05
Morato,Nottingham Forest,ENG-Premier League,2526,D S,21,1333,5,1,1.885,1,1.885,0,0.094,4.478,3.847,0.0898,0.0476,0.1273,0.2
Dominik Kohr,Mainz 05,GER-Bundesliga,2526,D S,29,2366,16,2,1.883,2,1.883,0,1.912,7.24,6.132,0.0649,0.069,0.0716,0.125
Kento Shiogai,Wolfsburg,GER-Bundesliga,2526,M S,12,292,9,1,1.881,1,1.881,0,0.571,2.852,0.463,0.1568,0.0833,0.5799,0.111
Tommaso Baldanzi,Genoa,ITA-Serie A,2526,F M S,18,787,20,1,1.879,1,1.879,2,0.901,4.418,2.223,0.1044,0.0556,0.2149,0.05
Thomas Thiesson Kristensen,Udinese,ITA-Serie A,2526,D,28,2482,11,3,1.878,3,1.878,0,0.224,4.511,4.095,0.0671,0.1071,0.0681,0.273
Duje Caleta-Car,Real Sociedad,ESP-La Liga,2526,D S,27,2140,13,1,1.877,1,1.877,0,0.197,6.152,5.955,0.0695,0.037,0.0789,0.077
Neco Williams,Nottingham Forest,ENG-Premier League,2526,D S,37,3203,46,2,1.871,2,1.871,3,4.396,12.105,9.01,0.0506,0.0541,0.0526,0.043
Fabián,Paris Saint Germain,FRA-Ligue 1,2526,M S,20,1138,19,1,1.87,1,1.87,4,2.187,8.532,6.012,0.0935,0.05,0.1479,0.053
Ethan Mbappé,Lille,FRA-Ligue 1,2526,F M S,18,530,14,3,1.867,3,1.867,1,1.491,3.41,1.001,0.1037,0.1667,0.317,0.214
Victor Parada,Alaves,ESP-La Liga,2526,D S,30,2159,12,0,1.865,0,1.865,3,2.377,8.099,6.923,0.0622,0.0,0.0777,0.0
Junior Messias,Genoa,ITA-Serie A,2526,M S,20,655,19,3,1.863,2,1.102,1,1.057,3.029,1.573,0.0932,0.15,0.1514,0.158
Nicolás Tagliafico,Lyon,FRA-Ligue 1,2526,D S,20,1292,15,0,1.861,0,1.861,3,2.175,6.439,4.168,0.093,0.0,0.1296,0.0
Josko Gvardiol,Manchester City,ENG-Premier League,2526,D S,18,1374,17,2,1.861,2,1.861,2,0.438,10.096,9.548,0.1034,0.1111,0.1219,0.118
Evann Guessand,Aston Villa,ENG-Premier League,2526,M S,21,920,11,1,1.854,1,1.854,2,1.238,3.779,1.303,0.0883,0.0476,0.1814,0.091
Marcos Senesi,Bournemouth,ENG-Premier League,2526,D,37,3298,16,0,1.851,0,1.851,5,4.027,14.265,10.906,0.05,0.0,0.0505,0.0
Waldemar Anton,Borussia Dortmund,GER-Bundesliga,2526,D,32,2880,16,2,1.847,2,1.847,0,0.448,13.163,12.667,0.0577,0.0625,0.0577,0.125
Quentin Merlin,Rennes,FRA-Ligue 1,2526,D M S,33,2534,26,1,1.847,1,1.847,5,4.493,12.003,8.73,0.056,0.0303,0.0656,0.038
Joe Rodon,Leeds,ENG-Premier League,2526,D S,35,2954,18,2,1.846,2,1.846,0,0.461,6.243,5.8,0.0527,0.0571,0.0562,0.111
Trevoh Chalobah,Chelsea,ENG-Premier League,2526,D S,34,2781,16,3,1.841,3,1.841,0,0.631,14.729,14.597,0.0542,0.0882,0.0596,0.188
Stefan Bell,Mainz 05,GER-Bundesliga,2526,D S,18,1044,12,2,1.84,2,1.84,1,1.202,3.578,1.676,0.1022,0.1111,0.1586,0.167
Youri Tielemans,Aston Villa,ENG-Premier League,2526,M S,25,1861,24,0,1.84,0,1.84,4,2.982,9.827,7.487,0.0736,0.0,0.089,0.0
Tommaso Pobega,Bologna,ITA-Serie A,2526,M S,26,1446,25,3,1.84,3,1.84,1,0.551,5.318,3.351,0.0708,0.1154,0.1146,0.12
Marshall Munetsi,Wolverhampton Wanderers,ENG-Premier League,2526,F M S,13,863,14,1,1.839,1,1.839,1,0.381,3.097,1.001,0.1415,0.0769,0.1918,0.071
Cristian Romero,Tottenham,ENG-Premier League,2526,D S,23,1878,17,4,1.838,4,1.838,1,1.817,6.114,4.283,0.0799,0.1739,0.0881,0.235
Samuel Mbangula,Werder Bremen,GER-Bundesliga,2526,F M S,26,1160,17,3,1.837,3,1.837,2,1.037,4.304,1.908,0.0706,0.1154,0.1425,0.176
Guela Doué,Strasbourg,FRA-Ligue 1,2526,D M S,24,2065,12,2,1.837,2,1.837,6,2.741,10.025,7.648,0.0765,0.0833,0.08,0.167
Fernando López,Celta Vigo,ESP-La Liga,2526,F M S,17,1179,13,1,1.834,1,1.834,1,1.35,6.0,3.702,0.1079,0.0588,0.14,0.077
Mateus Fernandes,West Ham,ENG-Premier League,2526,M S,36,3044,28,3,1.822,3,1.822,4,3.336,10.319,6.989,0.0506,0.0833,0.0539,0.107
Alessio Zerbin,Cremonese,ITA-Serie A,2526,D M S,32,1643,21,0,1.821,0,1.821,3,2.487,5.134,1.974,0.0569,0.0,0.0998,0.0
Abdelhamid Aït Boudlal,Rennes,FRA-Ligue 1,2526,D S,20,1396,13,2,1.821,2,1.821,1,0.531,4.456,4.422,0.0911,0.1,0.1174,0.154
Aymeric Laporte,Athletic Club,ESP-La Liga,2526,D S,25,2068,15,0,1.82,0,1.82,1,0.441,5.202,4.779,0.0728,0.0,0.0792,0.0
Rudy Matondo,Auxerre,FRA-Ligue 1,2526,D M S,27,1333,13,2,1.819,2,1.819,0,0.242,3.063,2.401,0.0674,0.0741,0.1228,0.154
Nicolas Seiwald,RasenBallsport Leipzig,GER-Bundesliga,2526,D M S,33,2730,20,0,1.818,0,1.818,2,1.809,16.268,14.033,0.0551,0.0,0.0599,0.0
Eric Martel,FC Cologne,GER-Bundesliga,2526,D M S,31,2579,23,2,1.814,2,1.814,2,2.058,9.843,7.845,0.0585,0.0645,0.0633,0.087
Aaron Zehnter,Wolfsburg,GER-Bundesliga,2526,D M S,20,1467,11,2,1.81,2,1.81,0,1.054,5.766,3.104,0.0905,0.1,0.111,0.182
Bouna Sarr,Metz,FRA-Ligue 1,2526,D M S,12,898,15,0,1.81,0,1.81,0,0.708,4.318,2.338,0.1509,0.0,0.1814,0.0
Dehmaine Assoumani,Nantes,FRA-Ligue 1,2526,D F M S,27,1261,29,1,1.798,1,1.798,0,2.039,3.987,1.771,0.0666,0.037,0.1284,0.034
Urko Izeta,Athletic Club,ESP-La Liga,2526,F S,13,153,11,1,1.797,1,1.797,0,0.322,1.27,0.032,0.1382,0.0769,1.057,0.091
Lanroy Machine,Angers,FRA-Ligue 1,2526,F S,22,466,15,1,1.795,1,1.795,0,0.188,2.869,0.991,0.0816,0.0455,0.3466,0.067
Teun Koopmeiners,Juventus,ITA-Serie A,2526,D M S,33,1803,28,0,1.795,0,1.795,0,0.734,8.082,6.765,0.0544,0.0,0.0896,0.0
Nahuel Tenaglia,Alaves,ESP-La Liga,2526,D,36,3240,24,2,1.793,2,1.793,0,0.435,6.442,6.039,0.0498,0.0556,0.0498,0.083
Ryan Christie,Bournemouth,ENG-Premier League,2526,M S,26,942,25,2,1.791,2,1.791,0,1.62,7.692,4.515,0.0689,0.0769,0.1711,0.08
Mathías Olivera,Napoli,ITA-Serie A,2526,D S,25,1370,8,0,1.791,0,1.791,0,0.597,7.217,5.741,0.0717,0.0,0.1177,0.0
Morgan Guilavogui,Lens,FRA-Ligue 1,2526,M S,16,444,10,1,1.789,1,1.789,0,1.164,4.217,2.203,0.1118,0.0625,0.3626,0.1
Junior Adamu,Freiburg,GER-Bundesliga,2526,F S,9,456,8,1,1.787,1,1.787,1,1.246,2.32,0.825,0.1985,0.1111,0.3527,0.125
Álex Baena,Atletico Madrid,ESP-La Liga,2526,F M S,27,1615,29,2,1.782,2,1.782,3,6.565,11.439,6.363,0.066,0.0741,0.0993,0.069
Chris Richards,Crystal Palace,ENG-Premier League,2526,D S,33,2819,15,1,1.781,1,1.781,0,0.488,7.81,7.503,0.054,0.0303,0.0569,0.067
Ilaix Moriba,Celta Vigo,ESP-La Liga,2526,M S,36,2484,18,2,1.78,2,1.78,3,2.514,11.089,7.125,0.0494,0.0556,0.0645,0.111
Andras Schafer,Union Berlin,GER-Bundesliga,2526,M S,28,1420,27,2,1.779,2,1.779,1,0.777,5.532,3.331,0.0635,0.0714,0.1127,0.074
Malang Sarr,Lens,FRA-Ligue 1,2526,D,33,2933,23,0,1.776,0,1.776,1,0.471,15.254,14.718,0.0538,0.0,0.0545,0.0
Thomas Lemar,Girona,ESP-La Liga,2526,M S,27,1252,17,3,1.774,3,1.774,1,1.381,6.248,3.816,0.0657,0.1111,0.1275,0.176
Brajan Gruda,Brighton,ENG-Premier League,2526,M S,18,716,16,1,1.772,1,1.772,1,1.215,5.48,2.844,0.0985,0.0556,0.2228,0.062
Mehmet Zeki Çelik,Roma,ITA-Serie A,2526,D M S,34,2747,22,1,1.768,1,1.768,2,2.413,13.856,11.655,0.052,0.0294,0.0579,0.045
Pedro Díaz,Rayo Vallecano,ESP-La Liga,2526,F M S,34,1868,44,0,1.768,0,1.768,1,1.638,7.994,5.88,0.052,0.0,0.0852,0.0
Muhammed Damar,Hoffenheim,GER-Bundesliga,2526,F M S,15,243,12,0,1.766,0,1.766,0,1.013,3.106,0.736,0.1177,0.0,0.6539,0.0
Luka Ilic,Real Oviedo,ESP-La Liga,2526,F M S,19,731,9,1,1.763,1,1.763,0,0.42,2.6,1.031,0.0928,0.0526,0.217,0.111
Yerry Mina,Cagliari,ITA-Serie A,2526,D,26,2162,10,2,1.761,2,1.761,0,0.428,4.632,4.595,0.0677,0.0769,0.0733,0.2
Luka Sucic,Real Sociedad,ESP-La Liga,2526,F M S,22,1003,23,3,1.76,3,1.76,1,0.362,3.467,1.548,0.08,0.1364,0.1579,0.13
Roony Bardghji,Barcelona,ESP-La Liga,2526,F M S,21,612,22,1,1.754,1,1.754,1,1.909,7.304,5.05,0.0835,0.0476,0.2579,0.045
Cédric Zesiger,Augsburg,GER-Bundesliga,2526,D S,27,1798,12,0,1.75,0,1.75,0,0.556,4.429,3.97,0.0648,0.0,0.0876,0.0
Cristian Volpato,Sassuolo,ITA-Serie A,2526,F M S,24,1060,21,2,1.749,2,1.749,4,2.896,6.181,2.263,0.0729,0.0833,0.1485,0.095
Mason Mount,Manchester United,ENG-Premier League,2526,M S,23,1021,19,3,1.745,3,1.745,0,1.376,6.608,4.635,0.0759,0.1304,0.1538,0.158
Adam Marusic,Lazio,ITA-Serie A,2526,D S,33,2794,16,1,1.743,1,1.743,2,1.536,7.537,5.521,0.0528,0.0303,0.0562,0.062
Maxim De Cuyper,Brighton,ENG-Premier League,2526,D M S,30,1412,13,2,1.742,2,1.742,3,4.686,6.84,3.495,0.0581,0.0667,0.111,0.154
Samir Chergui,Paris FC,FRA-Ligue 1,2526,D M S,15,1157,13,1,1.739,1,1.739,0,0.147,4.541,4.155,0.1159,0.0667,0.1352,0.077
Maxence Caqueret,Como,ITA-Serie A,2526,M S,30,1493,18,2,1.735,2,1.735,6,2.78,10.671,7.438,0.0578,0.0667,0.1046,0.111
Omri Gandelman,Lecce,ITA-Serie A,2526,M S,19,971,10,2,1.734,2,1.734,1,1.121,3.184,1.036,0.0913,0.1053,0.1607,0.2
Han-Noah Massengo,Augsburg,GER-Bundesliga,2526,M S,33,2455,20,2,1.732,2,1.732,1,1.636,8.934,5.818,0.0525,0.0606,0.0635,0.1
Sam Beukema,Napoli,ITA-Serie A,2526,D S,24,1675,8,2,1.731,2,1.731,0,0.394,5.412,5.13,0.0721,0.0833,0.093,0.25
Ladislav Krejcí,Wolverhampton Wanderers,ENG-Premier League,2526,D M S,28,2385,21,2,1.724,2,1.724,1,1.491,4.149,2.592,0.0616,0.0714,0.0651,0.095
Marius Wolf,Augsburg,GER-Bundesliga,2526,D F M S,29,1002,14,1,1.714,1,1.714,1,3.691,4.361,1.404,0.0591,0.0345,0.154,0.071
Brahim Diaz,Real Madrid,ESP-La Liga,2526,F M S,30,1243,15,1,1.71,1,1.71,6,3.636,7.437,2.804,0.057,0.0333,0.1238,0.067
Cristian Cásseres Jr.,Toulouse,FRA-Ligue 1,2526,M S,30,2506,26,2,1.704,2,0.944,3,3.143,8.74,6.731,0.0568,0.0667,0.0339,0.077
Berat Gjimshiti,Atalanta,ITA-Serie A,2526,D S,34,2522,16,0,1.694,0,1.694,0,0.332,9.588,8.927,0.0498,0.0,0.0605,0.0
Sulemana,Bologna,ITA-Serie A,2526,M S,19,866,11,1,1.692,1,1.692,0,0.145,2.707,1.874,0.0891,0.0526,0.1759,0.091
Julián Vignolo,Toulouse,FRA-Ligue 1,2526,M S,13,154,8,2,1.687,2,1.687,0,0.331,0.655,0.13,0.1298,0.1538,0.9862,0.25
Alessandro Bastoni,Inter,ITA-Serie A,2526,D,28,2269,17,1,1.685,1,1.685,4,3.203,13.95,11.817,0.0602,0.0357,0.0668,0.059
Remo Freuler,Bologna,ITA-Serie A,2526,M S,29,2236,8,1,1.681,1,1.681,2,1.342,9.675,7.149,0.058,0.0345,0.0677,0.125
Matteo Prati,Cagliari,ITA-Serie A,2526,M S,33,1893,31,1,1.677,1,1.677,1,1.699,6.055,4.263,0.0508,0.0303,0.0797,0.032
Portu,Girona,ESP-La Liga,2526,F M S,10,463,9,0,1.674,0,1.674,0,0.19,2.053,0.457,0.1674,0.0,0.3254,0.0
Yukinari Sugawara,Werder Bremen,GER-Bundesliga,2526,D S,31,2444,30,0,1.674,0,1.674,6,2.443,8.131,5.448,0.054,0.0,0.0617,0.0
